,PJME_MW,hour,day_of_week,quarter,week,month,year,dayofyear,hour_sin,hour_cos,month_sin,month_cos,is_holiday,days_to_holiday,ma_7d,ma_30d,ma_90d,roll_std_7d,roll_min_7d,roll_max_7d,ewma_7d,ewma_30d,lag_1h,lag_2h,lag_3h,lag_6h,lag_12h,lag_24h,lag_48h,lag_168h
2002-04-03 09:00:00,30056.0,9,2,2,14,4,2002,93,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,0,44,26887.065476190477,28805.429166666665,29923.12175925926,3876.052116993621,19247.0,34714.0,27077.375540675283,28440.420972001066,28967.0,26370.0,23644.0,21709.0,31730.0,31091.0,29560.0,32112.0
2002-04-03 10:00:00,30751.0,10,2,2,14,4,2002,93,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,44,26877.363095238095,28799.91388888889,29920.079166666666,3864.239644360648,19247.0,34714.0,27120.85038634791,28446.843896896196,30056.0,28967.0,26370.0,21557.0,29973.0,31202.0,30333.0,32381.0
2002-04-03 11:00:00,31311.0,11,2,2,14,4,2002,93,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,0,44,26871.0,28795.233333333334,29917.353703703702,3855.995752786619,19247.0,34714.0,27170.43795574041,28454.80560321327,30751.0,30056.0,28967.0,21957.0,27388.0,31332.0,30803.0,32380.0
2002-04-03 12:00:00,31271.0,12,2,2,14,4,2002,93,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0,44,26865.303571428572,28790.9125,29914.910648148147,3848.7345626373517,19247.0,34714.0,27218.965317211096,28462.633941045817,31311.0,30751.0,30056.0,23644.0,24853.0,31192.0,30881.0,32228.0
2002-04-03 13:00:00,31560.0,13,2,2,14,4,2002,93,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,0,44,26864.190476190477,28787.57361111111,29912.84398148148,3847.3410585735787,19247.0,34714.0,27270.33850872356,28471.24381773143,31271.0,31311.0,30751.0,26370.0,23086.0,30837.0,30605.0,31747.0
2002-04-03 14:00:00,31594.0,14,2,2,14,4,2002,93,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,0,44,26863.809523809523,28784.616666666665,29911.181018518517,3846.8666866449116,19247.0,34714.0,27321.506100336464,28479.92422190628,31560.0,31271.0,31311.0,28967.0,22129.0,30629.0,30414.0,31658.0
2002-04-03 15:00:00,31112.0,15,2,2,14,4,2002,93,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,0,44,26863.285714285714,28781.2125,29909.622685185186,3846.278658998645,19247.0,34714.0,27366.364016308955,28487.240626941264,31594.0,31560.0,31271.0,30056.0,21709.0,30313.0,29881.0,31200.0
2002-04-03 16:00:00,30583.0,16,2,2,14,4,2002,93,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0,44,26860.660714285714,28777.370833333334,29907.810648148148,3843.571593813521,19247.0,34714.0,27404.43071434092,28493.066194680832,31112.0,31594.0,31560.0,30751.0,21557.0,29855.0,29504.0,31024.0
2002-04-03 17:00:00,30755.0,17,2,2,14,4,2002,93,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,0,44,26857.57738095238,28772.63611111111,29905.47175925926,3840.21710416865,19247.0,34714.0,27444.082421863633,28499.353640067355,30583.0,31112.0,31594.0,31311.0,21957.0,29553.0,29250.0,31273.0
2002-04-03 18:00:00,31400.0,18,2,2,14,4,2002,93,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,0,44,26853.988095238095,28766.577777777777,29901.832407407408,3835.6581944026284,19247.0,34714.0,27490.898014504444,28507.41645367853,30755.0,30583.0,31112.0,31271.0,23644.0,29779.0,29455.0,32003.0
